The first step of wtdbg2 assembly involves assembling the raw reads (fastq file) and generating the contig layout and edge sequences in a file ending with the suffix ".ctg.lay.gz" using the command below:
$ wtdbg2 -i SRR25038556.fastq -o ./ICA_wtdbg2_output -g 500m -t 200 -x sq

These results in this file were generated from the ICA_wtdbg2_output.ctg.lay.gz file using the command below:
$ zcat ICA_wtdbg2_output.ctg.lay.gz | grep -oP '^>ctg\d+\s+nodes=\d+\s+len=\d+' > contigs_after_wtdbg2_step_1.txt

! There are 3363 contigs in total. !

>ctg1 nodes=4652 len=5886208
>ctg2314 nodes=6 len=6144
>ctg2315 nodes=6 len=6144
>ctg2316 nodes=3 len=6144
>ctg2317 nodes=6 len=6144
>ctg2318 nodes=6 len=6144
>ctg2319 nodes=6 len=6144
>ctg2320 nodes=6 len=6144
>ctg2321 nodes=6 len=6144
>ctg2322 nodes=6 len=6144
>ctg2323 nodes=3 len=6144
>ctg2324 nodes=8 len=10240
>ctg2325 nodes=6 len=6144
>ctg2326 nodes=6 len=6144
>ctg2327 nodes=7 len=10496
>ctg2328 nodes=6 len=6144
>ctg2329 nodes=6 len=6144
>ctg2330 nodes=6 len=6144
>ctg2331 nodes=4 len=6144
>ctg2332 nodes=5 len=6144
>ctg2333 nodes=8 len=9472
>ctg2334 nodes=5 len=6144
>ctg2335 nodes=6 len=6144
>ctg2336 nodes=6 len=6144
>ctg2337 nodes=6 len=6144
>ctg2338 nodes=6 len=6144
>ctg2339 nodes=6 len=6144
>ctg2340 nodes=6 len=6144
>ctg2341 nodes=6 len=6144
>ctg2342 nodes=6 len=6144
>ctg2343 nodes=6 len=6144
>ctg2344 nodes=6 len=6144
>ctg2345 nodes=6 len=6144
>ctg2346 nodes=6 len=6144
>ctg2347 nodes=6 len=6144
>ctg2348 nodes=3 len=6144
>ctg2349 nodes=5 len=6144
>ctg2350 nodes=6 len=6912
>ctg2351 nodes=4 len=6144
>ctg2352 nodes=5 len=5888
>ctg2353 nodes=6 len=6144
>ctg2354 nodes=5 len=6144
>ctg2355 nodes=6 len=6144
>ctg2356 nodes=6 len=6144
>ctg2357 nodes=6 len=6144
>ctg2358 nodes=6 len=6144
>ctg2359 nodes=3 len=5888
>ctg2360 nodes=4 len=6144
>ctg2361 nodes=6 len=6144
>ctg2362 nodes=6 len=6144
>ctg2363 nodes=5 len=6144
>ctg2364 nodes=6 len=6144
>ctg2365 nodes=6 len=6144
>ctg2366 nodes=5 len=6144
>ctg2367 nodes=3 len=6144
>ctg2368 nodes=6 len=6144
>ctg2369 nodes=6 len=6144
>ctg2370 nodes=6 len=6144
>ctg2371 nodes=6 len=6144
>ctg2372 nodes=6 len=6144
>ctg2373 nodes=6 len=6144
>ctg2374 nodes=6 len=6144
>ctg2375 nodes=8 len=12800
>ctg2376 nodes=5 len=5120
>ctg2377 nodes=6 len=6144
>ctg2378 nodes=5 len=6144
>ctg2379 nodes=6 len=6144
>ctg2380 nodes=6 len=6144
>ctg2381 nodes=6 len=6144
>ctg2382 nodes=6 len=6144
>ctg2383 nodes=6 len=6144
>ctg2384 nodes=5 len=6144
>ctg2385 nodes=6 len=6144
>ctg2386 nodes=6 len=6144
>ctg2387 nodes=6 len=6144
>ctg2388 nodes=6 len=6144
>ctg2389 nodes=6 len=6144
>ctg2390 nodes=9 len=11008
>ctg2391 nodes=6 len=6144
>ctg2392 nodes=6 len=6144
>ctg2393 nodes=6 len=7936
>ctg2394 nodes=6 len=6144
>ctg2395 nodes=6 len=6144
>ctg2396 nodes=6 len=6144
>ctg2397 nodes=5 len=6144
>ctg2398 nodes=6 len=6144
>ctg2399 nodes=6 len=6144
>ctg2400 nodes=6 len=6144
>ctg2401 nodes=6 len=6144
>ctg2402 nodes=3 len=6144
>ctg2403 nodes=6 len=6144
>ctg2404 nodes=6 len=6144
>ctg2405 nodes=3 len=6144
>ctg2406 nodes=5 len=6144
>ctg2407 nodes=5 len=6144
>ctg2408 nodes=5 len=6144
>ctg2409 nodes=5 len=6144
>ctg2410 nodes=6 len=6144
>ctg2411 nodes=6 len=6144
>ctg2412 nodes=6 len=6144
>ctg2413 nodes=6 len=6144
>ctg2414 nodes=6 len=6144
>ctg2415 nodes=6 len=6144
>ctg2416 nodes=6 len=6144
>ctg2417 nodes=6 len=6144
>ctg2418 nodes=6 len=6144
>ctg2419 nodes=5 len=6144
>ctg2420 nodes=6 len=6144
>ctg2421 nodes=6 len=6144
>ctg2422 nodes=6 len=6144
>ctg2423 nodes=6 len=6144
>ctg2424 nodes=6 len=6144
>ctg2425 nodes=6 len=6144
>ctg2426 nodes=6 len=5888
>ctg2427 nodes=6 len=6144
>ctg2428 nodes=6 len=5888
>ctg2429 nodes=6 len=5888
>ctg2430 nodes=6 len=5888
>ctg2431 nodes=6 len=6144
>ctg2432 nodes=6 len=5888
>ctg2433 nodes=6 len=5888
>ctg2434 nodes=6 len=5888
>ctg2435 nodes=6 len=5888
>ctg2436 nodes=6 len=5888
>ctg2437 nodes=5 len=5888
>ctg2438 nodes=6 len=5888
>ctg2439 nodes=6 len=5888
>ctg2440 nodes=6 len=5888
>ctg2441 nodes=6 len=5888
>ctg2442 nodes=8 len=12032
>ctg2443 nodes=6 len=5888
>ctg2444 nodes=6 len=5888
>ctg2445 nodes=6 len=5888
>ctg2446 nodes=6 len=5888
>ctg2447 nodes=8 len=8704
>ctg2448 nodes=6 len=5888
>ctg2449 nodes=4 len=5888
>ctg2450 nodes=6 len=5888
>ctg2451 nodes=6 len=5888
>ctg2452 nodes=8 len=9984
>ctg2453 nodes=6 len=5888
>ctg2454 nodes=5 len=5888
>ctg2455 nodes=10 len=11008
>ctg2456 nodes=6 len=5888
>ctg2457 nodes=6 len=5632
>ctg2458 nodes=6 len=5888
>ctg2459 nodes=4 len=5888
>ctg2460 nodes=6 len=5888
>ctg2461 nodes=6 len=5888
>ctg2462 nodes=4 len=5888
>ctg2463 nodes=6 len=5888
>ctg2464 nodes=6 len=5888
>ctg2465 nodes=6 len=5888
>ctg2466 nodes=11 len=14592
>ctg2467 nodes=6 len=5888
>ctg2468 nodes=6 len=5888
>ctg2469 nodes=6 len=5888
>ctg2470 nodes=6 len=5888
>ctg2471 nodes=6 len=5888
>ctg2472 nodes=6 len=5888
>ctg2473 nodes=10 len=12544
>ctg2474 nodes=6 len=5888
>ctg2475 nodes=4 len=5888
>ctg2476 nodes=6 len=5888
>ctg2477 nodes=12 len=15872
>ctg2478 nodes=6 len=5888
>ctg2479 nodes=6 len=12544
>ctg2480 nodes=5 len=5888
>ctg2481 nodes=6 len=5888
>ctg2482 nodes=6 len=5888
>ctg2483 nodes=6 len=5888
>ctg2484 nodes=6 len=5888
>ctg2485 nodes=5 len=5888
>ctg2486 nodes=6 len=5888
>ctg2487 nodes=6 len=6144
>ctg2488 nodes=6 len=5888
>ctg2489 nodes=6 len=5888
>ctg2490 nodes=6 len=5888
>ctg2491 nodes=6 len=5888
>ctg2492 nodes=6 len=5888
>ctg2493 nodes=6 len=5888
>ctg2494 nodes=4 len=5888
>ctg2495 nodes=5 len=5888
>ctg2496 nodes=6 len=5888
>ctg2497 nodes=5 len=5888
>ctg2498 nodes=6 len=5888
>ctg2499 nodes=6 len=5888
>ctg2500 nodes=6 len=5888
>ctg2501 nodes=6 len=5888
>ctg2502 nodes=5 len=5632
>ctg2503 nodes=6 len=5888
>ctg2504 nodes=6 len=5888
>ctg2505 nodes=6 len=5888
>ctg2506 nodes=6 len=5888
>ctg2507 nodes=6 len=5888
>ctg2508 nodes=8 len=11264
>ctg2509 nodes=6 len=5888
>ctg2510 nodes=6 len=5888
>ctg2511 nodes=6 len=5888
>ctg2512 nodes=6 len=5888
>ctg2513 nodes=6 len=5888
>ctg2514 nodes=6 len=5888
>ctg2515 nodes=6 len=5888
>ctg2516 nodes=5 len=5888
>ctg2517 nodes=6 len=5888
>ctg2518 nodes=3 len=5888
>ctg2519 nodes=6 len=5888
>ctg2520 nodes=6 len=5888
>ctg2521 nodes=3 len=5888
>ctg2522 nodes=6 len=5888
>ctg2523 nodes=6 len=5888
>ctg2524 nodes=3 len=5888
>ctg2525 nodes=5 len=5888
>ctg2526 nodes=6 len=5888
>ctg2527 nodes=6 len=5888
>ctg2528 nodes=6 len=5888
>ctg2529 nodes=6 len=5888
>ctg2530 nodes=4 len=5888
>ctg2531 nodes=6 len=5888
>ctg2532 nodes=5 len=5888
>ctg2533 nodes=6 len=5888
>ctg2534 nodes=6 len=5888
>ctg2535 nodes=6 len=5888
>ctg2536 nodes=6 len=14336
>ctg2537 nodes=6 len=5888
>ctg2538 nodes=5 len=5888
>ctg2539 nodes=4 len=5888
>ctg2540 nodes=5 len=5888
>ctg2541 nodes=4 len=5888
>ctg2542 nodes=6 len=5888
>ctg2543 nodes=6 len=5888
>ctg2544 nodes=3 len=5632
>ctg2545 nodes=6 len=5888
>ctg2546 nodes=3 len=5888
>ctg2547 nodes=6 len=5888
>ctg2548 nodes=6 len=5888
>ctg2549 nodes=6 len=5888
>ctg2550 nodes=6 len=5888
>ctg2551 nodes=5 len=5888
>ctg2552 nodes=6 len=5888
>ctg2553 nodes=3 len=5888
>ctg2554 nodes=6 len=5888
>ctg2555 nodes=6 len=5888
>ctg2556 nodes=5 len=5888
>ctg2557 nodes=6 len=5888
>ctg2558 nodes=6 len=5888
>ctg2559 nodes=4 len=5888
>ctg2560 nodes=6 len=5888
>ctg2561 nodes=6 len=5888
>ctg2562 nodes=6 len=5888
>ctg2563 nodes=6 len=5888
>ctg2564 nodes=6 len=5888
>ctg2565 nodes=4 len=5888
>ctg2566 nodes=5 len=5888
>ctg2567 nodes=6 len=5888
>ctg2568 nodes=4 len=5888
>ctg2569 nodes=6 len=5888
>ctg2570 nodes=6 len=5888
>ctg2571 nodes=6 len=5888
>ctg2572 nodes=6 len=5888
>ctg2573 nodes=5 len=5888
>ctg2574 nodes=6 len=5888
>ctg2575 nodes=6 len=5888
>ctg2576 nodes=6 len=5888
>ctg2577 nodes=6 len=5888
>ctg2578 nodes=6 len=5888
>ctg2579 nodes=10 len=12800
>ctg2580 nodes=3 len=5888
>ctg2581 nodes=7 len=8192
>ctg2582 nodes=6 len=5888
>ctg2583 nodes=6 len=5888
>ctg2584 nodes=6 len=5888
>ctg2585 nodes=6 len=5888
>ctg2586 nodes=6 len=5888
>ctg2587 nodes=4 len=5888
>ctg2588 nodes=6 len=5888
>ctg2589 nodes=6 len=5888
>ctg2590 nodes=3 len=5888
>ctg2591 nodes=5 len=5888
>ctg2592 nodes=6 len=5888
>ctg2593 nodes=6 len=5632
>ctg2594 nodes=3 len=5632
>ctg2595 nodes=5 len=5632
>ctg2596 nodes=6 len=5632
>ctg2597 nodes=4 len=5888
>ctg2598 nodes=4 len=5632
>ctg2599 nodes=5 len=5632
>ctg2600 nodes=6 len=5888
>ctg2601 nodes=6 len=5632
>ctg2602 nodes=6 len=5632
>ctg2603 nodes=5 len=5632
>ctg2604 nodes=6 len=5632
>ctg2605 nodes=6 len=5632
>ctg2606 nodes=5 len=5632
>ctg2607 nodes=6 len=5632
>ctg2608 nodes=4 len=5632
>ctg2609 nodes=5 len=5632
>ctg2610 nodes=4 len=5632
>ctg2611 nodes=7 len=9984
>ctg2612 nodes=6 len=5632
>ctg2613 nodes=6 len=5888
>ctg2614 nodes=7 len=11776
>ctg2615 nodes=6 len=5632
>ctg2616 nodes=6 len=5632
>ctg2617 nodes=4 len=5632
>ctg2618 nodes=3 len=5632
>ctg2619 nodes=6 len=5632
>ctg2620 nodes=5 len=5376
>ctg2621 nodes=5 len=5632
>ctg2622 nodes=4 len=5632
>ctg2623 nodes=7 len=10752
>ctg2624 nodes=3 len=5632
>ctg2625 nodes=5 len=5632
>ctg2626 nodes=4 len=5632
>ctg2627 nodes=5 len=5632
>ctg2628 nodes=4 len=5632
>ctg2629 nodes=6 len=5632
>ctg2630 nodes=6 len=5632
>ctg2631 nodes=6 len=5632
>ctg2632 nodes=5 len=5632
>ctg2633 nodes=4 len=5632
>ctg2634 nodes=5 len=5632
>ctg2635 nodes=5 len=5632
>ctg2636 nodes=5 len=5632
>ctg2637 nodes=5 len=5632
>ctg2638 nodes=4 len=5632
>ctg2639 nodes=6 len=9472
>ctg2640 nodes=4 len=7680
>ctg2641 nodes=6 len=5632
>ctg2642 nodes=5 len=5632
>ctg2643 nodes=5 len=5632
>ctg2644 nodes=5 len=5632
>ctg2645 nodes=5 len=5632
>ctg2646 nodes=3 len=5632
>ctg2647 nodes=4 len=4608
>ctg2648 nodes=7 len=11008
>ctg2649 nodes=5 len=5632
>ctg2650 nodes=3 len=5632
>ctg2651 nodes=5 len=5632
>ctg2652 nodes=6 len=5632
>ctg2653 nodes=5 len=5632
>ctg2654 nodes=4 len=5632
>ctg2655 nodes=6 len=5632
>ctg2656 nodes=5 len=5632
>ctg2657 nodes=5 len=5632
>ctg2658 nodes=3 len=5632
>ctg2659 nodes=5 len=5632
>ctg2660 nodes=6 len=5632
>ctg2661 nodes=3 len=5632
>ctg2662 nodes=6 len=5632
>ctg2663 nodes=10 len=14848
>ctg2664 nodes=8 len=9728
>ctg2665 nodes=8 len=12544
>ctg2666 nodes=9 len=10752
>ctg2667 nodes=6 len=5632
>ctg2668 nodes=6 len=5632
>ctg2669 nodes=4 len=5632
>ctg2670 nodes=8 len=15104
>ctg2671 nodes=6 len=5632
>ctg2672 nodes=6 len=5632
>ctg2673 nodes=3 len=5632
>ctg2674 nodes=6 len=5632
>ctg2675 nodes=3 len=5632
>ctg2676 nodes=5 len=5376
>ctg2677 nodes=5 len=5632
>ctg2678 nodes=3 len=5632
>ctg2679 nodes=5 len=5888
>ctg2680 nodes=4 len=5632
>ctg2681 nodes=6 len=5632
>ctg2682 nodes=3 len=5632
>ctg2683 nodes=5 len=5632
>ctg2684 nodes=5 len=5632
>ctg2685 nodes=4 len=5632
>ctg2686 nodes=5 len=5376
>ctg2687 nodes=3 len=5376
>ctg2688 nodes=4 len=5376
>ctg2689 nodes=5 len=5376
>ctg2690 nodes=5 len=5376
>ctg2691 nodes=5 len=5376
>ctg2692 nodes=5 len=5376
>ctg2693 nodes=4 len=5376
>ctg2694 nodes=4 len=5376
>ctg2695 nodes=9 len=10752
>ctg2696 nodes=5 len=5376
>ctg2697 nodes=3 len=5120
>ctg2698 nodes=5 len=5120
>ctg2699 nodes=4 len=5376
>ctg2700 nodes=5 len=5376
>ctg2701 nodes=6 len=5632
>ctg2702 nodes=5 len=5376
>ctg2703 nodes=4 len=5376
>ctg2704 nodes=6 len=5376
>ctg2705 nodes=4 len=5376
>ctg2706 nodes=5 len=5376
>ctg2707 nodes=3 len=5632
>ctg2708 nodes=4 len=5376
>ctg2709 nodes=3 len=5120
>ctg2710 nodes=3 len=5376
>ctg2711 nodes=4 len=5120
>ctg2712 nodes=6 len=10752
>ctg2713 nodes=4 len=5376
>ctg2714 nodes=4 len=5376
>ctg2715 nodes=5 len=5376
>ctg2716 nodes=3 len=5376
>ctg2717 nodes=5 len=5376
>ctg2718 nodes=8 len=14592
>ctg2719 nodes=5 len=5376
>ctg2720 nodes=5 len=5376
>ctg2721 nodes=5 len=7936
>ctg2722 nodes=7 len=11520
>ctg2723 nodes=5 len=5376
>ctg2724 nodes=5 len=5376
>ctg2725 nodes=5 len=5376
>ctg2726 nodes=5 len=5376
>ctg2727 nodes=6 len=5632
>ctg2728 nodes=5 len=5376
>ctg2729 nodes=9 len=11520
>ctg2730 nodes=5 len=5376
>ctg2731 nodes=4 len=5376
>ctg2732 nodes=3 len=5376
>ctg2733 nodes=5 len=5376
>ctg2734 nodes=4 len=5376
>ctg2735 nodes=5 len=5376
>ctg2736 nodes=5 len=5376
>ctg2737 nodes=4 len=5376
>ctg2738 nodes=4 len=5376
>ctg2739 nodes=5 len=5376
>ctg2740 nodes=4 len=5632
>ctg2741 nodes=5 len=5376
>ctg2742 nodes=5 len=5376
>ctg2743 nodes=4 len=5376
>ctg2744 nodes=4 len=5376
>ctg2745 nodes=5 len=5376
>ctg2746 nodes=5 len=5376
>ctg2747 nodes=5 len=5376
>ctg2748 nodes=4 len=5376
>ctg2749 nodes=5 len=5376
>ctg2750 nodes=5 len=5376
>ctg2751 nodes=6 len=5376
>ctg2752 nodes=3 len=5376
>ctg2753 nodes=5 len=5120
>ctg2754 nodes=5 len=5120
>ctg2755 nodes=5 len=5120
>ctg2756 nodes=5 len=5120
>ctg2757 nodes=5 len=5120
>ctg2758 nodes=5 len=5120
>ctg2759 nodes=5 len=5120
>ctg2760 nodes=5 len=5120
>ctg2761 nodes=5 len=5120
>ctg2762 nodes=9 len=11264
>ctg2763 nodes=5 len=5120
>ctg2764 nodes=5 len=5120
>ctg2765 nodes=5 len=5120
>ctg2766 nodes=5 len=5120
>ctg2767 nodes=5 len=5120
>ctg2768 nodes=5 len=5120
>ctg2769 nodes=5 len=5120
>ctg2770 nodes=5 len=5120
>ctg2771 nodes=5 len=5120
>ctg2772 nodes=4 len=5120
>ctg2773 nodes=8 len=9984
>ctg2774 nodes=5 len=5120
>ctg2775 nodes=5 len=5120
>ctg2776 nodes=4 len=5120
>ctg2777 nodes=9 len=14848
>ctg2778 nodes=5 len=5120
>ctg2779 nodes=4 len=5120
>ctg2780 nodes=4 len=5120
>ctg2781 nodes=5 len=5120
>ctg2782 nodes=5 len=5120
>ctg2783 nodes=5 len=5120
>ctg2784 nodes=5 len=5120
>ctg2785 nodes=5 len=5120
>ctg2786 nodes=5 len=5120
>ctg2787 nodes=5 len=5120
>ctg2788 nodes=5 len=5120
>ctg2789 nodes=5 len=4864
>ctg2790 nodes=5 len=5120
>ctg2791 nodes=5 len=5120
>ctg2792 nodes=5 len=5120
>ctg2793 nodes=5 len=5120
>ctg2794 nodes=5 len=5120
>ctg2795 nodes=5 len=5120
>ctg2796 nodes=5 len=5120
>ctg2797 nodes=8 len=12032
>ctg2798 nodes=5 len=5120
>ctg2799 nodes=4 len=5120
>ctg2800 nodes=5 len=5120
>ctg2801 nodes=5 len=5120
>ctg2802 nodes=5 len=5120
>ctg2803 nodes=5 len=5120
>ctg2804 nodes=5 len=5120
>ctg2805 nodes=5 len=5120
>ctg2806 nodes=5 len=5120
>ctg2807 nodes=5 len=5120
>ctg2808 nodes=5 len=5120
>ctg2809 nodes=5 len=5120
>ctg2810 nodes=5 len=5120
>ctg2811 nodes=5 len=5120
>ctg2812 nodes=5 len=5120
>ctg2813 nodes=4 len=5120
>ctg2814 nodes=5 len=5120
>ctg2815 nodes=9 len=11520
>ctg2816 nodes=4 len=5120
>ctg2817 nodes=5 len=5120
>ctg2818 nodes=5 len=5120
>ctg2819 nodes=5 len=5120
>ctg2820 nodes=5 len=5120
>ctg2821 nodes=5 len=5120
>ctg2822 nodes=5 len=5120
>ctg2823 nodes=5 len=5120
>ctg2824 nodes=3 len=5120
>ctg2825 nodes=5 len=5120
>ctg2826 nodes=5 len=5120
>ctg2827 nodes=5 len=5120
>ctg2828 nodes=5 len=5120
>ctg2829 nodes=5 len=5120
>ctg2830 nodes=5 len=5120
>ctg2831 nodes=5 len=5120
>ctg2832 nodes=5 len=5120
>ctg2833 nodes=5 len=5120
>ctg2834 nodes=5 len=5120
>ctg2835 nodes=3 len=5120
>ctg2836 nodes=5 len=5120
>ctg2837 nodes=5 len=5120
>ctg2838 nodes=5 len=5120
>ctg2839 nodes=5 len=5120
>ctg2840 nodes=5 len=5120
>ctg2841 nodes=5 len=5120
>ctg2842 nodes=5 len=5120
>ctg2843 nodes=5 len=5120
>ctg2844 nodes=5 len=5120
>ctg2845 nodes=5 len=5120
>ctg2846 nodes=5 len=5120
>ctg2847 nodes=5 len=5120
>ctg2848 nodes=5 len=5120
>ctg2849 nodes=5 len=5120
>ctg2850 nodes=5 len=5120
>ctg2851 nodes=5 len=5120
>ctg2852 nodes=5 len=5120
>ctg2853 nodes=9 len=12544
>ctg2854 nodes=5 len=5120
>ctg2855 nodes=5 len=5120
>ctg2856 nodes=5 len=5120
>ctg2857 nodes=5 len=5120
>ctg2858 nodes=4 len=5120
>ctg2859 nodes=5 len=5120
>ctg2860 nodes=5 len=5120
>ctg2861 nodes=4 len=5120
>ctg2862 nodes=5 len=5120
>ctg2863 nodes=5 len=5120
>ctg2864 nodes=5 len=5120
>ctg2865 nodes=5 len=5120
>ctg2866 nodes=5 len=5120
>ctg2867 nodes=5 len=5120
>ctg2868 nodes=5 len=5120
>ctg2869 nodes=5 len=5120
>ctg2870 nodes=5 len=5120
>ctg2871 nodes=5 len=5120
>ctg2872 nodes=5 len=5120
>ctg2873 nodes=5 len=5120
>ctg2874 nodes=5 len=5120
>ctg2875 nodes=5 len=5120
>ctg2876 nodes=5 len=5120
>ctg2877 nodes=5 len=5120
>ctg2878 nodes=5 len=5120
>ctg2879 nodes=8 len=10240
>ctg2880 nodes=7 len=12288
>ctg2881 nodes=5 len=13568
>ctg2882 nodes=5 len=5120
>ctg2883 nodes=5 len=5120
>ctg2884 nodes=5 len=5120
>ctg2885 nodes=5 len=5120
>ctg2886 nodes=5 len=5120
>ctg2887 nodes=5 len=5120
>ctg2888 nodes=5 len=5120
>ctg2889 nodes=5 len=5120
>ctg2890 nodes=5 len=5120
>ctg2891 nodes=4 len=5120
>ctg2892 nodes=5 len=5120
>ctg2893 nodes=4 len=5120
>ctg2894 nodes=5 len=5120
>ctg2895 nodes=5 len=5120
>ctg2896 nodes=4 len=5120
>ctg2897 nodes=5 len=5120
>ctg2898 nodes=5 len=5120
>ctg2899 nodes=5 len=5120
>ctg2900 nodes=5 len=5120
>ctg2901 nodes=5 len=5120
>ctg2902 nodes=5 len=5120
>ctg2903 nodes=7 len=8448
>ctg2904 nodes=3 len=5120
>ctg2905 nodes=5 len=5120
>ctg2906 nodes=5 len=5120
>ctg2907 nodes=5 len=5120
>ctg2908 nodes=5 len=5120
>ctg2909 nodes=4 len=5120
>ctg2910 nodes=5 len=5120
>ctg2911 nodes=5 len=5120
>ctg2912 nodes=5 len=5120
>ctg2913 nodes=5 len=5120
>ctg2914 nodes=5 len=5120
>ctg2915 nodes=5 len=5120
>ctg2916 nodes=5 len=5120
>ctg2917 nodes=3 len=5120
>ctg2918 nodes=5 len=5120
>ctg2919 nodes=4 len=5120
>ctg2920 nodes=5 len=5120
>ctg2921 nodes=5 len=5120
>ctg2922 nodes=5 len=5120
>ctg2923 nodes=5 len=5120
>ctg2924 nodes=5 len=5120
>ctg2925 nodes=5 len=5120
>ctg2926 nodes=5 len=5120
>ctg2927 nodes=5 len=5120
>ctg2928 nodes=5 len=5120
>ctg2929 nodes=5 len=5120
>ctg2930 nodes=4 len=5120
>ctg2931 nodes=4 len=5120
>ctg2932 nodes=5 len=5120
>ctg2933 nodes=4 len=5120
>ctg2934 nodes=5 len=5120
>ctg2935 nodes=4 len=5120
>ctg2936 nodes=5 len=5120
>ctg2937 nodes=4 len=5120
>ctg2938 nodes=4 len=5120
>ctg2939 nodes=5 len=5120
>ctg2940 nodes=5 len=5120
>ctg2941 nodes=5 len=5120
>ctg2942 nodes=5 len=5120
>ctg2943 nodes=5 len=5120
>ctg2944 nodes=7 len=8960
>ctg2945 nodes=5 len=5120
>ctg2946 nodes=4 len=5120
>ctg2947 nodes=5 len=5120
>ctg2948 nodes=5 len=5120
>ctg2949 nodes=5 len=5120
>ctg2950 nodes=8 len=9216
>ctg2951 nodes=5 len=5120
>ctg2952 nodes=5 len=5120
>ctg2953 nodes=4 len=5120
>ctg2954 nodes=5 len=5120
>ctg2955 nodes=5 len=5120
>ctg2956 nodes=5 len=5120
>ctg2957 nodes=5 len=5120
>ctg2958 nodes=5 len=5120
>ctg2959 nodes=5 len=5120
>ctg2960 nodes=5 len=5120
>ctg2961 nodes=5 len=5120
>ctg2962 nodes=4 len=5120
>ctg2963 nodes=5 len=5120
>ctg2964 nodes=4 len=5120
>ctg2965 nodes=5 len=5120
>ctg2966 nodes=5 len=5120
>ctg2967 nodes=5 len=5120
>ctg2968 nodes=5 len=5120
>ctg2969 nodes=5 len=5120
>ctg2970 nodes=5 len=5120
>ctg2971 nodes=5 len=5120
>ctg2972 nodes=10 len=16896
>ctg2973 nodes=5 len=5120
>ctg2974 nodes=5 len=5120
>ctg2975 nodes=5 len=5120
>ctg2976 nodes=5 len=5120
>ctg2977 nodes=5 len=5120
>ctg2978 nodes=5 len=5120
>ctg2979 nodes=5 len=5120
>ctg2980 nodes=5 len=5120
>ctg2981 nodes=4 len=5120
>ctg2982 nodes=8 len=11264
>ctg2983 nodes=5 len=5120
>ctg2984 nodes=5 len=5120
>ctg2985 nodes=5 len=5120
>ctg2986 nodes=5 len=5120
>ctg2987 nodes=5 len=5120
>ctg2988 nodes=3 len=5120
>ctg2989 nodes=5 len=5120
>ctg2990 nodes=5 len=5120
>ctg2991 nodes=5 len=5120
>ctg2992 nodes=5 len=5120
>ctg2993 nodes=5 len=5120
>ctg2994 nodes=5 len=5120
>ctg2995 nodes=5 len=5120
>ctg2996 nodes=5 len=5120
>ctg2997 nodes=5 len=5120
>ctg2998 nodes=5 len=5120
>ctg2999 nodes=3 len=5120
>ctg3000 nodes=5 len=5120
>ctg3001 nodes=5 len=5120
>ctg3002 nodes=5 len=5120
>ctg3003 nodes=5 len=5120
>ctg3004 nodes=5 len=5120
>ctg3005 nodes=5 len=5120
>ctg3006 nodes=5 len=5120
>ctg3007 nodes=5 len=5120
>ctg3008 nodes=5 len=5120
>ctg3009 nodes=5 len=5120
>ctg3010 nodes=5 len=5120
>ctg3011 nodes=4 len=5120
>ctg3012 nodes=5 len=5120
>ctg3013 nodes=5 len=5120
>ctg3014 nodes=5 len=5120
>ctg3015 nodes=5 len=5120
>ctg3016 nodes=5 len=5120
>ctg3017 nodes=5 len=5120
>ctg3018 nodes=5 len=5120
>ctg3019 nodes=3 len=5376
>ctg3020 nodes=8 len=9216
>ctg3021 nodes=5 len=5120
>ctg3022 nodes=5 len=5120
>ctg3023 nodes=5 len=5120
>ctg3024 nodes=3 len=5120
>ctg3025 nodes=5 len=5120
>ctg3026 nodes=5 len=5120
>ctg3027 nodes=4 len=5120
>ctg3028 nodes=5 len=5120
>ctg3029 nodes=5 len=5120
>ctg3030 nodes=5 len=5120
>ctg3031 nodes=7 len=9216
>ctg3032 nodes=5 len=5120
>ctg3033 nodes=5 len=5120
>ctg3034 nodes=5 len=5120
>ctg3035 nodes=5 len=5120
>ctg3036 nodes=4 len=5120
>ctg3037 nodes=5 len=5120
>ctg3038 nodes=5 len=5120
>ctg3039 nodes=5 len=5120
>ctg3040 nodes=4 len=5120
>ctg3041 nodes=5 len=5120
>ctg3042 nodes=5 len=5120
>ctg3043 nodes=5 len=5120
>ctg3044 nodes=5 len=5120
>ctg3045 nodes=4 len=5120
>ctg3046 nodes=5 len=5120
>ctg3047 nodes=5 len=5120
>ctg3048 nodes=5 len=5120
>ctg3049 nodes=5 len=5120
>ctg3050 nodes=5 len=5120
>ctg3051 nodes=5 len=5120
>ctg3052 nodes=5 len=5120
>ctg3053 nodes=5 len=5120
>ctg3054 nodes=5 len=5120
>ctg3055 nodes=5 len=5120
>ctg3056 nodes=5 len=5120
>ctg3057 nodes=5 len=5120
>ctg3058 nodes=5 len=5120
>ctg3059 nodes=5 len=5120
>ctg3060 nodes=9 len=11520
>ctg3061 nodes=5 len=5120
>ctg3062 nodes=5 len=5120
>ctg3063 nodes=5 len=5120
>ctg3064 nodes=7 len=10240
>ctg3065 nodes=5 len=5120
>ctg3066 nodes=5 len=5120
>ctg3067 nodes=5 len=5120
>ctg3068 nodes=5 len=5120
>ctg3069 nodes=5 len=5120
>ctg3070 nodes=3 len=5120
>ctg3071 nodes=5 len=5120
>ctg3072 nodes=3 len=5120
>ctg3073 nodes=5 len=5120
>ctg3074 nodes=5 len=5120
>ctg3075 nodes=5 len=5120
